1,0
2,0
3,1
4,0
5,1
6,0
7,0
8,0
9,1
10,0
11,0
12,0
13,1
14,0
15,0
16,1
17,1
18,1
19,1
20,1
21,0
22,1
23,0
24,1
25,0
26,0
27,1
28,0
29,1
30,1
31,1
32,0
33,0
34,0
35,0
36,0
37,1
38,0
39,1
40,1
41,0
42,1
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,1
56,1
57,0
58,0
59,1
60,0
61,0
62,0
63,1
64,1
65,1
66,1
67,1
68,1
69,0
70,1
71,0
72,0
73,0
74,1
75,0
76,0
77,0
78,0
79,0
80,0
81,1
82,0
83,1
84,0
85,0
86,0
87,1
88,0
89,0
90,0
91,0
92,0
93,1
94,0
95,0
96,0
97,0
98,0
99,1
100,1
101,1
102,1
103,0
104,1
105,0
106,0
107,1
108,1
109,0
110,0
111,1
112,0
113,0
114,1
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,1
125,1
126,0
127,1
128,1
129,1
130,1
131,1
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,1
140,1
141,0
142,0
143,0
144,0
145,1
146,0
147,0
148,0
149,0
150,1
151,0
152,0
153,1
154,1
155,1
156,0
157,0
158,0
159,0
160,0
161,0
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,0
171,0
172,0
173,0
174,1
175,0
176,0
177,0
178,0
179,1
180,1
181,1
182,1
183,0
184,0
185,0
186,0
187,1
188,0
189,1
190,1
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,1
200,1
201,1
202,1
203,0
204,0
205,0
206,0
207,1
208,0
209,0
210,0
211,1
212,1
213,0
214,1
215,0
216,1
217,1
218,0
219,0
220,1
221,0
222,0
223,0
224,0
225,0
226,1
227,1
228,0
229,0
230,1
231,0
232,1
233,0
234,1
235,0
236,1
237,1
238,1
239,1
240,0
241,0
242,1
243,0
244,1
245,0
246,1
247,0
248,1
249,1
250,0
251,0
252,1
253,0
254,0
255,0
256,0
257,1
258,0
259,1
260,1
261,0
262,0
263,0
264,0
265,1
266,0
267,1
268,1
269,0
270,0
271,1
272,1
273,1
274,0
275,0
276,1
277,1
278,1
279,1
280,1
281,0
